nothing,speciality,language,spec_more,tenure,nothing,nothing,nothing,nothing,nothing,netwage,wage_diff,city,company_size,gender,age,education,english,date,user_agent,nothing,nothing,nothing,nothing,nothing
1,Software Engineer,Java,,3,0,0,3,0,0,1500,150,Kyiv,Less than 10,m,25,Higher,Average,1/11/13 0:05,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17",,0,14,yes,10
1,Senior Software Engineer,Java,,9,0,0,3,0,0,2000,300,Donetsk,Less than 200,m,32,Higher,Average,1/11/13 0:08,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0,,0,,no,10
1,Designer,0,,2,0,0,1.5,0,0,700,0,Kyiv,Less than 10,m,22,Secondary,Lower than average,1/11/13 1:03,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",,0,,,58
1,Software Engineer,JavaScript,,2,0,0,2,0,0,1000,0,Zhitomir,Less than 50,m,25,Higher,Average,1/11/13 1:27,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11","GitHub, StackOverflow, HabraHabr",0.75,18,no,50
1,Software Engineer,C#/.NET,,4,0,0,0.5,0,0,2500,2000,Kyiv,Less than 200,m,22,Unfinished higher,Elementary,1/11/13 1:49,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",,3,18,no,60
1,Technical Lead,C#/.NET,,5,0,0,5,0,0,2500,900,Vinnytsia,Less than 1000,m,24,Higher,Average,1/11/13 1:50,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0,StackOverflow,3,18,no,
1,Senior Software Engineer,Objective-C,,5,0,0,0,0,1,4500,1100,Kyiv,Less than 200,m,25,Higher,Higher than average,1/11/13 2:10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/25.0.1349.0 Safari/537.21","GitHub, StackOverflow, HabraHabr",2,16,no,3
1,Software Engineer,Java,,3,0,0,2.5,0,0,1450,100,Dnipropetrovsk,Less than 50,m,28,Higher,Higher than average,1/11/13 9:30,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",0.5,18,no,1
1,Senior Software Engineer,Perl,,0,1,0,0,1,0,3000,400,Kyiv,Less than 10,m,30,Higher,Average,1/11/13 9:38,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,"StackOverflow, HabraHabr",0.25,6,no,5
1,Software Engineer,PHP,,4,0,0,2.5,0,0,1000,0,Zaporozhye,Less than 10,m,27,Higher,Lower than average,1/11/13 9:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",,0.5,22,no,
1,Software Engineer,SQL,,5.5,0,0,1,0,0,1900,400,Lviv,More than 1000,m,26,Higher,Average,1/11/13 9:41,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",2,16,no,12
1,Typesetter,0,,1,0,0,0,0,1,1000,0,Dnipropetrovsk,Less than 10,m,26,Higher,Elementary,1/11/13 9:42,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",,,,,
1,Software Engineer,Java,,2,0,0,3,0,0,900,100,Kharkiv,Less than 50,m,24,Higher,Average,1/11/13 10:01,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,,1,13,no,
1,Senior Software Engineer,C#/.NET,,2.5,0,0,2.5,0,0,1500,1000,Vinnytsia,Less than 1000,m,24,Higher,Average,1/11/13 10:11,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",StackOverflow,0,17,no,60
1,Software Engineer,PHP,,3,0,0,1,0,0,1300,300,Kyiv,Less than 10,m,23,Higher,Lower than average,1/11/13 10:13,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:17.0) Gecko/20100101 Firefox/17.0,"GitHub, HabraHabr",3,,no,50
1,Software Engineer,PHP,,1.5,0,0,1.5,0,0,750,150,Lviv,Less than 10,m,24,Higher,Lower than average,1/11/13 10:39,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",0,15,no,20
1,Software Engineer,C++,,1.5,0,0,1.5,0,0,1500,800,Kyiv,Less than 10,m,26,Higher,Lower than average,1/11/13 10:46,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",StackOverflow,0,18,no,8
1,Software Engineer,Java,,1,0,0,1,0,0,1400,1000,Kyiv,Less than 200,m,23,Two Higher,Higher than average,1/11/13 10:49,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,"StackOverflow, HabraHabr",2.5,18,yes,25
1,QA engineer,0,Manual QA,1.5,0,0,0.5,0,0,1230,600,Dnipropetrovsk,More than 1000,f,23,Higher,Advanced,1/11/13 10:58,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,,0,23,no,16
1,Software Engineer,C++,,1.5,0,0,0.5,0,0,800,0,Kyiv,Less than 10,m,24,Higher,Elementary,1/11/13 11:03,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,1,12,no,10
1,Software Engineer,C#/.NET,,2.5,0,0,2.5,0,0,750,200,Lviv,Less than 1000,m,23,Higher,Average,1/11/13 11:05,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",1,16,no,50
1,Junior Software Engineer,C#/.NET,,1,0,0,1,0,0,500,0,Dnipropetrovsk,Less than 10,m,23,Secondary,Elementary,1/11/13 11:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",GitHub,0.5,,,1
1,QA engineer,0,Manual QA,2,0,0,1,0,0,1700,600,Kyiv,Less than 200,m,24,Higher,Higher than average,1/11/13 11:14,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; MS-RTC LM 8),"StackOverflow, HabraHabr",0.5,23,no,2
1,Junior Software Engineer,Other,,0,1,0,0,1,0,600,1,Ternopol,Less than 10,m,30,Secondary,Elementary,1/11/13 11:26,"Mozilla/5.0 (Windows NT 5.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11",,2,12,no,2
1,Senior Software Engineer,Java,,0,1,0,0.5,0,0,3500,300,Dnipropetrovsk,Less than 50,m,36,Doc Candidate,Higher than average,1/11/13 11:26,Opera/9.80 (X11; Linux x86_64; U; ru) Presto/2.10.289 Version/12.00,,0,20,no,8
1,Technical Lead,Java,,0,1,0,2.5,0,0,3000,0,Kyiv,Less than 50,m,31,Higher,Advanced,1/11/13 11:28,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,"GitHub, HabraHabr",1.5,14,yes,90
1,Business Analyst,0,,3,0,0,3,0,0,1400,500,Kherson,Less than 1000,f,24,Higher,Advanced,1/11/13 11:41,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,HabraHabr,0.5,,no,5
1,System Admin,0,,0,1,0,3,0,0,1500,200,Kyiv,Less than 10,m,35,Higher,Average,1/11/13 11:50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17",,1,12,no,40
1,Senior Software Engineer,Other,,0,1,0,1.25,0,0,2000,0,Kyiv,Less than 10,m,37,Two Higher,Advanced,1/11/13 11:57,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.106 Safari/535.2",HabraHabr,1,18,yes,80
1,Junior Software Engineer,Java,,0,0,1,0,0,1,500,0,Kharkiv,Less than 10,m,34,Secondary,Elementary,1/11/13 12:08,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,,,,,
1,System Admin,0,,0,1,0,0.75,0,0,6000,3000,Kyiv,Less than 50,m,29,Unfinished higher,Higher than average,1/11/13 12:20,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",0,14,no,60
1,Senior Software Engineer,Delphi,,0,1,0,7,0,0,2400,300,Kharkiv,Less than 50,m,29,Higher,Average,1/11/13 12:21,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,5,7,yes,20
1,Junior Software Engineer,Objective-C,,1.25,0,0,1.25,0,0,550,0,Odesa,Less than 10,m,24,Unfinished higher,Average,1/11/13 12:29,Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.12,"StackOverflow, HabraHabr",0,16,no,60
1,Junior Software Engineer,Objective-C,,0,0,1,0,0,1,550,0,Odesa,Less than 10,m,20,Unfinished higher,Elementary,1/11/13 12:39,Opera/9.80 (iPhone; Opera Mini/7.0.5/28.3445; U; en) Presto/2.8.119 Version/11.10,,,,,
1,QA engineer,0,General QA,2,0,0,0.5,0,0,1000,-200,Kyiv,Less than 50,f,23,Higher,Average,1/11/13 12:46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",1.75,17,no,60
1,QA engineer,0,Manual QA,5,0,0,5,0,0,800,0,Kyiv,Less than 50,m,35,Higher,Higher than average,1/11/13 12:52,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,,0,17,no,0
1,Software Engineer,Flex/Flash/AIR,,3,0,0,1,0,0,2500,0,Kyiv,Less than 10,m,27,Higher,Average,1/11/13 12:57,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,,0,20,no,40
1,System Admin,0,,4,0,0,1,0,0,600,0,Kyiv,Less than 10,m,23,Unfinished higher,Higher than average,1/11/13 13:20,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",,0.5,7,no,20
1,Junior Software Engineer,C#/.NET,,1.25,0,0,1.25,0,0,900,200,Sevastopol,Less than 50,m,35,Higher,Lower than average,1/11/13 13:45,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17",,0,18,,40
1,Project manager,0,,1.5,0,0,2.5,0,0,2400,500,Vinnytsia,Less than 50,m,25,Higher,Average,1/11/13 13:58,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,HabraHabr,4,16,no,30
1,HR,0,,5,0,0,2.5,0,0,1000,0,Kyiv,Less than 10,m,30,Two Higher,Average,1/11/13 14:11,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",,0,13,no,2
1,Team lead,0,,0.5,0,0,1.5,0,0,3000,400,Kyiv,More than 1000,m,27,Higher,Advanced,1/11/13 14:38,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11 AlexaToolbar/alxg-3.1",,2,15,no,20
1,Software Engineer,C#/.NET,,4,0,0,4,0,0,925,200,Zhitomir,Less than 200,m,30,Higher,Average,1/11/13 14:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",0,26,no,30
1,Software Engineer,SQL,,5,0,0,0.5,0,0,1900,400,Kyiv,More than 1000,m,25,Higher,Average,1/11/13 14:48,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,2,16,no,15
1,Senior Software Engineer,C,,0,1,0,0,0,1,3000,500,Kyiv,Less than 10,m,46,Higher,Advanced,1/11/13 15:00,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0,,2,17,yes,1
1,System Architect,PHP,,0,1,0,7,0,0,3000,1100,Kyiv,Less than 200,m,30,Higher,Higher than average,1/11/13 15:06,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17","GitHub, HabraHabr",6,12,no,20
1,Software Engineer,Java,,2,0,0,2,0,0,1800,500,Kyiv,Less than 1000,m,25,Higher,Average,1/11/13 15:06,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, HabraHabr",5.5,10,yes,1
1,Software Engineer,C#/.NET,,2.5,0,0,0.5,0,0,2100,900,Lviv,Less than 50,m,21,Unfinished higher,Higher than average,1/11/13 15:07,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","StackOverflow, HabraHabr",2,14,no,50
1,Project manager,0,,2,0,0,0,0,1,700,0,Kyiv,Less than 10,m,26,Higher,Average,1/11/13 15:07,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,0,,no,24
1,Project manager,0,,1.75,0,0,1.75,0,0,600,0,Dnipropetrovsk,Less than 200,f,23,Unfinished higher,Lower than average,1/11/13 15:07,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,1.75,,no,30
1,Senior Software Engineer,Objective-C,,6,0,0,6,0,0,1800,400,Kharkiv,Less than 1000,m,26,Higher,Higher than average,1/11/13 15:07,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17","GitHub, StackOverflow, HabraHabr",2,18,yes,100
1,Junior Software Engineer,PHP,,1,0,0,1,0,0,400,100,Dnipropetrovsk,Less than 10,m,19,Unfinished higher,Average,1/11/13 15:08,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",1,13,no,20
1,Senior QA engineer,0,Automation QA,0,1,0,0.5,0,0,3000,400,Kyiv,Less than 10,m,34,Unfinished higher,Advanced,1/11/13 15:09,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,,0,,no,20
1,Junior Software Engineer,Ruby/Rails,,0,0,1,0,0,1,400,0,Lviv,Less than 50,m,24,Higher,Higher than average,1/11/13 15:10,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",0,12,yes,40
1,Software Engineer,Objective-C,,4,0,0,3,0,0,2000,400,Kharkiv,Less than 200,m,27,Higher,Higher than average,1/11/13 15:13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17","StackOverflow, HabraHabr",0.5,20,no,20
1,System Admin,0,,4,0,0,1,0,0,1500,300,Kyiv,Less than 50,m,28,Secondary,Lower than average,1/11/13 15:13,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:16.0) Gecko/20100101 Firefox/16.0,GitHub,1.5,13,yes,128
1,QA engineer,0,Manual QA,2.5,0,0,0,0,1,1500,400,Kyiv,Less than 50,f,25,Higher,Higher than average,1/11/13 15:14,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,0,,no,24
1,QA engineer,0,General QA,3.5,0,0,1.5,0,0,1500,800,Kyiv,Less than 1000,f,23,Higher,Advanced,1/11/13 15:15,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11","StackOverflow, HabraHabr",2,20,yes,100
1,Software Engineer,C++,,5,0,0,5,0,0,800,100,Zhitomir,Less than 50,m,28,Higher,Lower than average,1/11/13 15:16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,0,14,no,5
1,Technical Lead,Objective-C,,2,0,0,1,0,0,2800,0,Kharkiv,Less than 10,m,23,Unfinished higher,Higher than average,1/11/13 15:18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11","GitHub, StackOverflow",4,14,yes,16
1,Software Engineer,C++,,0,1,0,0.5,0,0,1500,-600,Sevastopol,Less than 10,m,37,Higher,Advanced,1/11/13 15:22,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:18.0) Gecko/20100101 Firefox/18.0,StackOverflow,1,13,yes,10
1,Software Engineer,C#/.NET,,3.5,0,0,0.5,0,0,2500,500,Kyiv,More than 1000,m,27,Two Higher,Higher than average,1/11/13 15:23,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),"StackOverflow, HabraHabr",0,15,yes,60
1,Senior Software Engineer,C#/.NET,Automation QA,7,0,0,3,0,0,2600,200,Kyiv,Less than 200,m,26,Higher,Average,1/11/13 15:25,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0,"StackOverflow, HabraHabr",4,10,yes,100
1,QA engineer,0,Manual QA,1,0,0,1,0,0,850,200,Kyiv,Less than 1000,m,24,Two Higher,Average,1/11/13 15:29,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.60 Safari/537.1",HabraHabr,0,17,yes,24
1,Technical Lead,Objective-C,,4,0,0,0.75,0,0,4000,1500,Odesa,Less than 10,m,24,Unfinished higher,Higher than average,1/11/13 15:29,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11","GitHub, StackOverflow, HabraHabr",3.5,19,no,30
1,System Admin,0,,4,0,0,1,0,0,1700,300,Kyiv,Less than 50,m,22,Higher,Advanced,1/11/13 15:32,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,4,19,no,20
1,Software Engineer,Python,,1.75,0,0,1.75,0,0,550,180,Cherkasy,Less than 10,f,23,Higher,Lower than average,1/11/13 15:35,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,1.5,17,no,40
1,Software Engineer,Python,,3,0,0,0.25,0,0,1400,900,Kyiv,Less than 200,m,24,Two Higher,Higher than average,1/11/13 15:36,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",2.5,19,no,168
1,Project manager,0,,3,0,0,0.25,0,0,630,100,Kyiv,Less than 50,m,23,Higher,Higher than average,1/11/13 15:36,Mozilla/5.0 (Windows NT 5.1; rv:18.0) Gecko/20100101 Firefox/18.0,HabraHabr,1,,no,24
1,Software Engineer,PHP,,5,0,0,0.5,0,0,450,50,Kharkiv,Less than 50,m,24,Higher,Average,1/11/13 15:36,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:18.0) Gecko/20100101 Firefox/18.0,"StackOverflow, HabraHabr",1,16,no,20
1,System Admin,0,,6,0,0,4.5,0,0,1350,200,Kharkiv,Less than 200,m,28,Higher,Lower than average,1/11/13 15:37,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow",2,16,no,12
1,Technical Lead,Python,,5,0,0,5,0,0,1500,500,Kyiv,Less than 50,m,26,Higher,Average,1/11/13 15:38,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11","GitHub, StackOverflow",1,14,no,120
1,Technical Lead,Other,,9,0,0,5,0,0,1500,200,Kharkiv,Less than 10,m,34,Higher,Average,1/11/13 15:39,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11 AlexaToolbar/alxg-3.1",StackOverflow,1.5,20,no,20
1,Software Engineer,PHP,,1.75,0,0,1.75,0,0,490,120,Ivano-Frankivsk,Less than 10,m,23,Higher,Lower than average,1/11/13 15:40,Opera/9.80 (X11; Linux x86_64) Presto/2.12.388 Version/12.12,"GitHub, StackOverflow",0.5,14,yes,25
1,Senior Software Engineer,Objective-C,,5,0,0,3,0,0,2600,800,Kharkiv,Less than 50,m,26,Higher,Average,1/11/13 15:41,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11","GitHub, StackOverflow, HabraHabr",2,14,no,40
1,System Architect,C#/.NET,,1,0,0,1,0,0,4500,1000,Kharkiv,Less than 50,m,28,Higher,Advanced,1/11/13 15:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",3,20,yes,30
1,Senior Software Engineer,C#/.NET,,6.5,0,0,0.5,0,0,3450,800,Kyiv,More than 1000,m,26,Higher,Average,1/11/13 15:42,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",3,16,yes,62
1,QA Tech Lead,0,Automation QA,3,0,0,1.5,0,0,2000,1000,Kyiv,Less than 200,m,23,Higher,Higher than average,1/11/13 15:42,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",3,14,no,20
1,QA engineer,0,Manual QA,1,0,0,0.5,0,0,1000,0,Kyiv,Less than 200,m,26,Higher,Average,1/11/13 15:42,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",,0,15,no,10
1,Senior Software Engineer,Java,,8.5,0,0,0.75,0,0,3200,800,Lviv,Less than 200,m,30,Higher,Higher than average,1/11/13 15:43,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,StackOverflow,1,16,yes,
1,Software Engineer,Java,,4,0,0,0.5,0,0,3000,1000,Kyiv,Less than 1000,m,24,Higher,Advanced,1/11/13 15:43,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",3,16,no,50
1,Team lead,0,General QA,1.5,0,0,1,0,0,1500,875,Kyiv,Less than 50,m,24,Higher,Average,1/11/13 15:45,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",,0,18,yes,0
1,Project manager,0,,6,0,0,4,0,0,1500,0,Kyiv,Less than 10,m,26,Unfinished higher,Lower than average,1/11/13 15:45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11",HabraHabr,1,13,yes,10
1,Software Engineer,C#/.NET,,2,0,0,2,0,0,650,120,Lviv,Less than 10,m,24,Higher,Lower than average,1/11/13 15:47,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:21.0) Gecko/20130109 Firefox/21.0,StackOverflow,0,18,no,40
1,Software Engineer,PHP,,1.75,0,0,0.75,0,0,850,0,Kharkiv,Less than 10,m,23,Higher,Average,1/11/13 15:47,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.4 (KHTML, like Gecko) Ubuntu/12.10 Chromium/22.0.1229.94 Chrome/22.0.1229.94 Safari/537.4","GitHub, StackOverflow, HabraHabr",1.25,15,no,50
1,HR,0,,0,1,0,3.5,0,0,5000,1000,Kyiv,More than 1000,f,30,Higher,Advanced,1/11/13 15:49,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",,0,,no,
1,Software Engineer,Ruby/Rails,,1.75,0,0,0.25,0,0,2700,1700,Kyiv,Less than 50,m,26,Unfinished higher,Average,1/11/13 15:53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11","GitHub, StackOverflow, HabraHabr",0,7,yes,140
1,Technical Lead,C++,,6,0,0,0.5,0,0,3000,1800,Kyiv,More than 1000,m,24,Higher,Average,1/11/13 15:53,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",StackOverflow,4,6,no,30
1,Business Analyst,0,,8,0,0,1.75,0,0,2000,100,Dnipropetrovsk,Less than 200,f,29,Higher,Advanced,1/11/13 15:53,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0,StackOverflow,0.5,20,no,16
1,Senior Software Engineer,Perl,,0,1,0,7,0,0,2200,500,Odesa,Less than 10,m,35,Two Higher,Average,1/11/13 15:53,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",0,12,no,40
